Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
"Bacardi Razz Mojito (12x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240520-1537_x2MJYytsQjr9w2hxS-small.jpeg,fQp7nSSqSqitmQiRp,fQp7nSSqSqitmQiRp,326,"Bacardi Razz Mojito                (12x0,25l)",21173,Tray,tray,Tray,,"0,25l",0.25
Bacardi Reserva 8years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1909_o9YWhuWXLssMbzW5a-small.jpg,vSJzru5R9GTC2vrjw,vSJzru5R9GTC2vrjw,327,Bacardi Reserva 8years (0.7l),21044,Fl,fl,Fl,,0.7l,0.7
Botucal Planas Rum (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230121-0939_br6cw4sJgf2Wtd3id-small.png,APYpzQFkn5KdQGGBE,APYpzQFkn5KdQGGBE,642,Botucal Planas Rum (0.7l),21141,Fl,fl,Fl,,0.7l,0.7
Brugal 1888 (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230201-2053_PCdxAk9scu4EJijcZ-small.jpg,ACeRdCTjPdPeozCQf,ACeRdCTjPdPeozCQf,659,Brugal 1888 (0.7l),21018,Fl,fl,Fl,,0.7l,0.7
"Bumbu The Original (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_241115-0734_kZv6inAtcAWPyNZKG-small.jpeg,nbJG8dCSstPu2n5DH,nbJG8dCSstPu2n5DH,677,"Bumbu The Original                 (0,7l)",21174,Fl,fl,Fl,Vorbesteller | Vorbesteller,"0,7l",0.7
Bundaberg Export Rum (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230201-2102_Lhx4wXarwKnP84sme-small.jpg,rmMWGonPK46nmSBet,rmMWGonPK46nmSBet,678,Bundaberg Export Rum (1l),21135,Fl,fl,Fl,,1l,1
"Captain Morgan & Cola Dose 0,33l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230111-1446_m6J7gC3JXwwFqauyH-small.jpg,MkuaT9rLKjbrvhAf7,MkuaT9rLKjbrvhAf7,815,"Captain Morgan & Cola Dose 0,33l",21162,Kiste,kiste,Kiste,,"0,33l",0.33
Captain Morgan Brown Rum (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221028-0758_m9S3pMbYQH26bWTZo-small.jpg,njHbWpFcFHwDKGypL,njHbWpFcFHwDKGypL,816,Captain Morgan Brown Rum (0.7l),21051,Fl,fl,Fl,,0.7l,0.7
Captain Morgan Brown Rum (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221028-0759_6rtEx6WaWrksEhKx9-small.jpg,Cb8kT95LpKXtouDYw,Cb8kT95LpKXtouDYw,817,Captain Morgan Brown Rum (1l),21052,Fl,fl,Fl,,1l,1
Captain Morgan Spiced Gold (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0710_xm6HG59zyLci4B8Gt-small.jpg,YrRr9pki5WJfNqk7T,YrRr9pki5WJfNqk7T,818,Captain Morgan Spiced Gold (0.5l),21047,Fl,fl,Fl,,0.5l,0.5
Captain Morgan Spiced Gold (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220825-0524_StjqMhNZwiBhLhLSa-small.jpg,Kk24gyPG7Anicdagn,Kk24gyPG7Anicdagn,819,Captain Morgan Spiced Gold (0.7l),21045,Fl,fl,Fl,,0.7l,0.7
Captain Morgan Spiced Gold (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220825-0524_EehQzWw4S2H7QxSmo-small.jpg,DNEgCcD4aP8eyMu3y,DNEgCcD4aP8eyMu3y,820,Captain Morgan Spiced Gold (1l),21046,Fl,fl,Fl,,1l,1
