source_file,artikelname,bildurl,normalized_name
Likör.csv,De Kuyper Grenadine (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230425-1156_pftfLryjN4hpTZSKM-small.jpg,de kuyper grenadine (0.7l)
Likör.csv,De Kuyper Melon (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230425-1156_3BkJQ7MXBMYzgr6Q5-small.jpg,de kuyper melon (0.7l)
Likör.csv,"De Kuyper Pineapple (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250512-1145_woT9bmXAnuPGsTQWf-small.jpeg,"de kuyper pineapple (0,7l)"
Likör.csv,De Kuyper Sour Rhubarb (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230425-1157_ADjzZTaCxT9s8Ayat-small.jpg,de kuyper sour rhubarb (0.7l)
Likör.csv,De Kuyper Triple Sec (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230223-2050_9akFwxyPEhA2PTGMF-small.jpg,de kuyper triple sec (0.7l)
Likör.csv,De Kuyper Watermelon (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230425-1157_7a2KdX5CK3XmLS8CT-small.jpg,de kuyper watermelon (0.7l)
Likör.csv,Di Saronno Amaretto (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220818-0409_A35xfC7zvuqNxhnkp-small.jpg,di saronno amaretto (0.7l)
Likör.csv,Di Saronno Amaretto (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220818-0409_aD6Gv6f5jnQM8ywYi-small.jpg,di saronno amaretto (1l)
Obstbrände aus Franken.csv,Daniel Then - Haselnuss (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-0914_mRFvf5XSgj9wZN9Dj-small.jpeg,daniel then - haselnuss (0.5l)
Obstbrände aus Franken.csv,Daniel Then - Hefebrand (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231208-0838_gF7ifzphqTB7uNSgB-small.jpeg,daniel then - hefebrand (0.5l)
Obstbrände aus Franken.csv,Daniel Then - Mirabelle (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231208-0838_mzf6wLKh6Ef8yn2sD-small.jpeg,daniel then - mirabelle (0.7l)
Obstbrände aus Franken.csv,Daniel Then - Quitte (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231208-0839_Cbps33c6Y2cRYHAn7-small.jpeg,daniel then - quitte (0.5l)
Obstbrände aus Franken.csv,Daniel Then - Trester (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231208-0839_CdRR2GeynpiYh5qsa-small.jpeg,daniel then - trester (0.7l)
Obstbrände aus Franken.csv,Daniel Then - Trester im Holzfass (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231208-0839_E9t4gi8fnPyoCx5ie-small.jpeg,daniel then - trester im holzfass (0.5l)
Obstbrände aus Franken.csv,Daniel Then - Weinbergpfirsich (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231208-0839_6j8q3B5bwiukhSWwy-small.jpeg,daniel then - weinbergpfirsich (0.5l)
Obstbrände aus Franken.csv,Daniel Then - Williamsbirne (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230530-1351_hEG5x8WLgMZFdSzM4-small.jpeg,daniel then - williamsbirne (0.7l)
Obstbrände aus Franken.csv,Daniel Then - Zwetschge (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231208-0839_bZE7FmZGMroxPA2XP-small.jpeg,daniel then - zwetschge (0.7l)
Portwein.csv,Delaforce Fine Ruby Port (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230505-0745_Q5GhRxKNc6AF4HaSP-small.jpg,delaforce fine ruby port (0.75l)
Portwein.csv,Delaforce Fine White Port (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230510-0727_7doj2MSy3LAzTarWn-small.jpeg,delaforce fine white port (0.75l)
Rum.csv,Companero Ron Extra Anejo (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0711_vZaffEZPRkrxnKgap-small.jpg,companero ron extra anejo (0.7l)
Rum.csv,Dead Head Dark Chocolate (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0711_j5vh5mb9rsETKCTmR-small.jpg,dead head dark chocolate (0.7l)
Rum.csv,Dead Head Rum 6 J. (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0712_FgPnGXy9HxjmRiqsB-small.jpg,dead head rum 6 j. (0.7l)
Rum.csv,Dictador 12years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0712_BPxmvDizQuB7NeEg9-small.jpg,dictador 12years (0.7l)
Rum.csv,Dictador 20years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0712_dewf69aGpWrfdN2BA-small.jpg,dictador 20years (0.7l)
Saft.csv,Dietz Ananas (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1434_SjPhav5CYdXgJs6Px-small.jpeg,dietz ananas (6x1l)
Saft.csv,Dietz Mango (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1442_G432DWr2tEFT5gaTs-small.jpeg,dietz mango (6x1l)
Saft.csv,Dietz Maracuja (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1427_C6SFGgeiEdkJb7sJw-small.jpeg,dietz maracuja (6x1l)
Saft.csv,Dietz Sauerkirsch (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250521-0943_jABJc5ApLs89yCzHm-small.jpeg,dietz sauerkirsch (6x1l)
Saft.csv,Dietz Traube rot (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1430_PnYFt6LGRn6NNrkMD-small.jpeg,dietz traube rot (6x1l)
Saft.csv,Dietz schwarze Johannisbeere (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1446_heHScdmsRnuK3Lf4u-small.jpeg,dietz schwarze johannisbeere (6x1l)
Schaumwein.csv,Chandon Garden Spritz (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220829-1438_JGtkKgBQef8JS6s7Z-small.jpg,chandon garden spritz (0.75l)
Schaumwein.csv,Château Martinolles - Crémant de Limoux AOP(0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-0739_oQQR9exY34PLYH5x4-small.jpeg,château martinolles - crémant de limoux aop(0.75l)
Schaumwein.csv,"Château Martinolles - Eglise St Martin AOP Blanquette de Limoux Brut (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240402-1024_vGCuJCAPwimBNzXv9-small.jpeg,"château martinolles - eglise st martin aop blanquette de limoux brut (0,75l)"
Schaumwein.csv,Cinzano - Asti (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-0739_MTznRf84q2qaLQXHg-small.jpeg,cinzano - asti (0.2l)
Schaumwein.csv,Cinzano - Asti (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230201-2121_ndh6M5H5E4Rd3Wct7-small.png,cinzano - asti (0.75l)
Schaumwein.csv,Colli Vicentini - Rosé Frizzante (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220818-0343_E3wJEdf7Mddioec8P-small.png,colli vicentini - rosé frizzante (0.75l)
Schaumwein.csv,"Copenhagen ""Gron Organic"" Sparkling Tea (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-0741_9BLjcZAn3tS7t9K6Z-small.jpeg,"copenhagen ""gron organic"" sparkling tea (0,75l)"
Schaumwein.csv,"Copenhagen ""Bla"" Sparkling Tea (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221130-1637_xHCr2c6WdZ3Z8ASKy-small.png,"copenhagen ""bla"" sparkling tea (0,75l)"
Schaumwein.csv,"Copenhagen ""Lysegron"" SparklingTea",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240419-1557_d9shi8A7CFxz2ga8n-small.jpeg,"copenhagen ""lysegron"" sparklingtea"
Schaumwein.csv,"Copenhagen ""Lyserod"" Sparkling Tea (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221130-1655_f9YTgfoZwjnpMGqoe-small.jpeg,"copenhagen ""lyserod"" sparkling tea (0,75l)"
Schaumwein.csv,"Copenhagen ""Rod Organic"" Sparkling Tea (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221130-1703_WeuDiRnqPimzezacd-small.jpeg,"copenhagen ""rod organic"" sparkling tea (0,75l)"
Schaumwein.csv,"Copenhagen ""Vinter Organic"" Sparkling Tea (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221130-1705_giFj7XYy4jAkZziwA-small.jpeg,"copenhagen ""vinter organic"" sparkling tea (0,75l)"
Schaumwein.csv,Crudo - Prosecco Spumante (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-0742_MBvgTBsiGJQCjBb7m-small.jpeg,crudo - prosecco spumante (0.75l)
Schaumwein.csv,"Delmas - Crémant de Limoux Brut (0,75l)",,"delmas - crémant de limoux brut (0,75l)"
Sirup.csv,Desmond's Lemon Squash (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230124-0540_XjBKCJsfB3ARDRq24-small.jpg,desmond's lemon squash (0.75l)
Sirup.csv,Desmond's Lime Juice (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1108_ExH7GYT4KhuBXrqaw-small.jpg,desmond's lime juice (0.75l)
Tequila.csv,Cazadores Blanco (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220829-1437_YamPi8M9XEKKbtmAT-small.jpg,cazadores blanco (0.7l)
Tequila.csv,Cazadores Reposado (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220829-1437_neA6XnCmCqvFcusME-small.jpg,cazadores reposado (0.7l)
Tequila.csv,"Clase Azul Anjeo (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1438_a8qnjQZnNk3s6cRoy-small.jpeg,"clase azul anjeo (0,7l)"
Tequila.csv,"Clase Azul Gold (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1439_PyydMXJQhEr5oWte2-small.jpeg,"clase azul gold (0,7l)"
Tequila.csv,"Clase Azul Mezcal Durango (0,7lL",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1439_eFaR2ipj4EzcMtnJP-small.jpeg,"clase azul mezcal durango (0,7ll"
Tequila.csv,"Clase Azul Mezcal Guerrero (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1439_3PpNrHMmwi2ANJXwW-small.jpeg,"clase azul mezcal guerrero (0,7l)"
Tequila.csv,"Clase Azul Mezcal San Luis Potosí (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1439_JwX9oaECdmceTqaRp-small.jpeg,"clase azul mezcal san luis potosí (0,7l)"
Tequila.csv,"Clase Azul Plata (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1439_gSPcHfuRYF56xmQrz-small.jpeg,"clase azul plata (0,7l)"
Tequila.csv,"Clase Azul Reposado (0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1439_BRRS4xwXaYEmGKZt4-small.jpeg,"clase azul reposado (0,5l)"
Tequila.csv,"Clase Azul Reposado (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1440_ShPokWeqFDkGYiRko-small.jpeg,"clase azul reposado (0,7l)"
Tequila.csv,"Clase Azul Reposado (1,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1440_qKszQ9rsZ4QPoEdqd-small.jpeg,"clase azul reposado (1,75l)"
Tequila.csv,"Clase Azul Ultra Anejo (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250214-1440_pwXQCkGmFCDr22nb3-small.jpeg,"clase azul ultra anejo (0,7l)"
Vodka.csv,"Chopin Wheat Vodka (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240825-1146_Mfk5h99uRoej4jSeZ-small.jpeg,"chopin wheat vodka (0,75l)"
Vodka.csv,Ciroc Vodka (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220825-0525_fZwKaSjD6a83x3MnJ-small.jpg,ciroc vodka (0.7l)
Vodka.csv,Ciroc Vodka (1.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-2108_meNHfWTRjT95wNCfK-small.jpg,ciroc vodka (1.75l)
Vodka.csv,Ciroc Vodka (3l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-2109_Cshc7EfagJB47kBwJ-small.jpg,ciroc vodka (3l)
Vodka.csv,Ciroc Vodka Coconut (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1047_4s4Ba4P659jcbxwBt-small.png,ciroc vodka coconut (0.7l)
Vodka.csv,Ciroc Vodka Peach (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-2109_Bs36Bk4dMDWBoduWX-small.jpg,ciroc vodka peach (0.7l)
Vodka.csv,Ciroc Vodka Red Berry (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-2109_pukws24sr3zAPtWbR-small.jpg,ciroc vodka red berry (0.7l)
Vodka.csv,Crystal Head Vodka (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-2110_LYNnggDck87geedsN-small.jpg,crystal head vodka (0.7l)
Wein1.csv,Caves d'Esclans - Whispering Angel (1.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0509_soc3GhrkF9DzZsRHx-small.png,caves d'esclans - whispering angel (1.5l)
Wein1.csv,Caves d'Esclans - Whispering Angel (3l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0510_PuqXNGE6ijJibQ3PP-small.jpg,caves d'esclans - whispering angel (3l)
Wein1.csv,Caves d'Esclans - Whispering Angel (6l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0514_nXq6Qt7TLYZHxX7WA-small.jpg,caves d'esclans - whispering angel (6l)
Wein1.csv,Caves d'Esclans - Whispering Angel (9l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0511_w88aBL9o8XbKrK6tK-small.jpg,caves d'esclans - whispering angel (9l)
Wein1.csv,"Chateau Sainte Marguerite - Maison Sainte Marguerite Rosé (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250521-0950_sDSrYBos43cGb2a4o-small.jpeg,"chateau sainte marguerite - maison sainte marguerite rosé (0,75l)"
Wein1.csv,"Chateau Sainte Marguerite - Maison Sainte Marguerite Rosé (1,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250521-0952_yPtz2xMdHj2TdFmwi-small.jpeg,"chateau sainte marguerite - maison sainte marguerite rosé (1,5l)"
Wein1.csv,Chateau Sainte Marguerite - Maison Sainte Marguerite Rosé (3l),,chateau sainte marguerite - maison sainte marguerite rosé (3l)
Wein1.csv,Château Arrogant Frog - Blanc (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221128-2117_cXf56pv8WRJJboJyz-small.jpg,château arrogant frog - blanc (0.75l)
Wein1.csv,Château Arrogant Frog - Rouge (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240402-1232_Bth3dAaRZY2FnKGX9-small.jpeg,château arrogant frog - rouge (0.75l)
Wein1.csv,"Château Beuvillage ""Medoc"" 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230130-0914_WskoTTXZvMmYYsumR-small.png,"château beuvillage ""medoc"" 0,75l"
Wein1.csv,Château Duhart-Milon - Pauillac Cru (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1420_GdiCibEvtTmdTN75C-small.jpeg,château duhart-milon - pauillac cru (0.75l)
Wein1.csv,Château Fontesteau - Haut-Médoc (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1420_PyWn3guKBFEgYziKr-small.jpeg,château fontesteau - haut-médoc (0.75l)
Wein1.csv,"Château Galoupet - G de Galoupet Rose (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250424-1427_CJE6Xtq7GdqN4TCum-small.jpeg,"château galoupet - g de galoupet rose (0,75l)"
Wein1.csv,"Château Galoupet - Rosé (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0513_dydcHt2uopQYz2o7D-small.jpg,"château galoupet - rosé (0,75l)"
Wein1.csv,Château Gazin Rocquencourt - (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1424_XZnPEXvNdo9phim4A-small.jpeg,château gazin rocquencourt - (0.75l)
Wein1.csv,Château Gazin Rocquencourt - (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1421_uwX2Gn4gDuGfuLniA-small.jpeg,château gazin rocquencourt - (0.75l)
Wein1.csv,Château Jean Faure - Saint-Émilion (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1426_RZm7hSG6TwdTXR2Bx-small.jpeg,château jean faure - saint-émilion (0.75l)
Wein1.csv,Château Lagrange à Pomerol- Pomerol (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1426_W9atjr7TrBy2omAqp-small.jpeg,château lagrange à pomerol- pomerol (0.75l)
Wein1.csv,Château Marquis de Terme - Margaux (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1427_fCJMchS6wjMX7ZMbX-small.jpeg,château marquis de terme - margaux (0.75l)
Wein1.csv,"Château Martinolles - Rosé Crémant de Limoux Brut AOP 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230515-0940_KkuwYNmMvHtSkKobb-small.jpeg,"château martinolles - rosé crémant de limoux brut aop 0,75l"
Wein1.csv,Château Minuty - Château Minuty 281 (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0513_Bvxmp689Xpq9DciNB-small.jpg,château minuty - château minuty 281 (0.75l)
Wein1.csv,"Château Minuty - M (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240520-1505_pgxzHYvNHeChTWsH5-small.jpeg,"château minuty - m (0,75l)"
Wein1.csv,"Château Minuty - Rose et Or (0,75)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240520-1513_QJGJZrvvra4SJcRRs-small.jpeg,"château minuty - rose et or (0,75)"
Wein1.csv,Château Miraval - Miraval Rosé (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0924_urSYAoYRX84xFEsZ7-small.png,château miraval - miraval rosé (0.75l)
Wein1.csv,Château Miraval - Miraval Rosé (1.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0513_7GkWPyFMpooD8CvhW-small.jpg,château miraval - miraval rosé (1.5l)
Wein1.csv,Château Miraval - Miraval Rosé (3l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0512_quvLXScjeH42yt3Fi-small.png,château miraval - miraval rosé (3l)
Wein1.csv,Château Miraval - Studio by Miraval (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0926_Mg6feehWZXkiy7Yjo-small.jpg,château miraval - studio by miraval (0.75l)
Wein1.csv,Château Phélan Ségur- Saint-Estèphe (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1427_KtGrA4XqvsYNfGopt-small.jpeg,château phélan ségur- saint-estèphe (0.75l)
Wein1.csv,Château Pigoudet - Première Rosé (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0512_AgHQtuKHKudkpngZM-small.png,château pigoudet - première rosé (0.75l)
Wein1.csv,Château Pétrus - Château La Fleur (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1427_zTtun8zE8M9xSHXTb-small.jpeg,château pétrus - château la fleur (0.75l)
Wein1.csv,Château Rieussec - Carmes de (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240402-1234_XXB2tgNkfXWWuAXb8-small.jpeg,château rieussec - carmes de (0.75l)
Wein1.csv,Château Rozier - Saint-Émilion Gran (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1428_Corh36HG5E4F23Lix-small.jpeg,château rozier - saint-émilion gran (0.75l)
Wein1.csv,Château Saint-Roch - Chimères (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1429_o5KJFrBkDMf7GpQhx-small.jpeg,château saint-roch - chimères (0.75l)
Wein1.csv,Château Saint-Roch - Le Rosé (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220818-0343_LN8kEHkDDzJrKWYZ9-small.png,château saint-roch - le rosé (0.75l)
Wein1.csv,Château Saint-Roch - Rouge Corbarol,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221221-2202_MsLp9GbZW8B53eSih-small.png,château saint-roch - rouge corbarol
Wein1.csv,"Château d'Esclans Garrus (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230623-0628_jZqyHpMhGhj7MCEQW-small.jpg,"château d'esclans garrus (0,75l)"
Wein1.csv,"Château d'Esclans Les Clans (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230623-0639_h6qJfR54MAa4sZDtg-small.jpg,"château d'esclans les clans (0,75l)"
Wein1.csv,Château d'Yquem - Petit Guiraud (0.37l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0842_xvJhBnrMvCjTZPf4G-small.jpeg,château d'yquem - petit guiraud (0.37l)
Wein1.csv,Château de Beaucastel - Châteauneuf (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1430_6QpokcmrscM22fMjG-small.jpeg,château de beaucastel - châteauneuf (0.75l)
Wein1.csv,"Château de Champteloup - Crémant de Loire Brut Tête de Cuvée (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250825-1457_nCTXizri3kfwZWJgQ-small.jpeg,"château de champteloup - crémant de loire brut tête de cuvée (0,75l)"
Wein1.csv,"Château le vieux Serestin Medoc 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230130-0846_vWFRkxW4YfNq2fsD8-small.jpg,"château le vieux serestin medoc 0,75l"
Wein1.csv,"Cielo e Terra - ""Casa Defrà"" (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0843_osTJG5C3esta4orod-small.jpeg,"cielo e terra - ""casa defrà"" (0.75l)"
Wein1.csv,"Cims de Porrera - ""Vi de Vila de (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231207-1432_n3Gs3CxGMhpCGuQMR-small.jpeg,"cims de porrera - ""vi de vila de (0.75l)"
Wein1.csv,"Cinzano Top Spritz 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230128-1407_kv9vJLijAL5NJ3uYA-small.jpg,"cinzano top spritz 0,75l"
Wein1.csv,"Citra - Bisanzio Cerasuolo d'Abruzz (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240419-1612_NAZRG2jWu9y7Nyr3G-small.jpeg,"citra - bisanzio cerasuolo d'abruzz (0,75l)"
Wein1.csv,"Clos de l'Oratoire Grand Cru Classé Saint-Emilion (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230327-1337_WHPskAY9FCQvEmLgL-small.png,"clos de l'oratoire grand cru classé saint-emilion (0,75l)"
Wein1.csv,"Cloudy Bay - Pinot Noir (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_241128-0753_nRBTZ8bARQiZex4tq-small.jpeg,"cloudy bay - pinot noir (0,75l)"
Wein1.csv,"Cloudy Bay - Sauvignon Blanc 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1347_WN8S73d7xo2qoWjn6-small.jpg,"cloudy bay - sauvignon blanc 0,75l"
Wein1.csv,"Cloudy Bay - Te Koko (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240418-1208_669bMf5mc5tS9sEtq-small.jpeg,"cloudy bay - te koko (0,75l)"
Wein1.csv,"Cloudy Bay - Te Wahi (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_241128-0751_NpwkvjPgYnFREFosE-small.jpeg,"cloudy bay - te wahi (0,75l)"
Wein1.csv,Colli Vai Bò - Bardolino Chiaretto (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0931_ukEnPAbrGxE9bWk7W-small.jpg,colli vai bò - bardolino chiaretto (0.75l)
Wein1.csv,Colli Vai Bò - Cabernet Sauvignon (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0931_dREaWx9sdeHdxQCn7-small.png,colli vai bò - cabernet sauvignon (0.75l)
