Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
AKTION - ERDINGER Brauhaus Helles ALKOHOLFREI / TEST AKTION !! 2 Flaschen,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_251014-1043_7Eoe8v78nNFwH4Bbt-small.jpeg,ePo666yEfZcTCvrzo,ePo666yEfZcTCvrzo,24,AKTION - ERDINGER Brauhaus Helles ALKOHOLFREI  /  TEST AKTION !!    2 Flaschen,3423,Flaschen,flaschen,Flaschen,Aktion | Aktion,,
AKTION - Wildbräu AKTION - Testträger,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_251014-1054_MvQ7dMepGfjhyn2P5-small.jpeg,hGfxYGKmiNcv6RD9e,hGfxYGKmiNcv6RD9e,25,AKTION - Wildbräu  AKTION - Testträger,3424,Träger (6 Fl),traeger,Träger (6 Fl),Aktion | Aktion,,
Aktien Landbier Dunkel (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220623-0613_YmRhz3uQ2G4EjzQF6-small.png,GC8v3zCpRBSuk9yB3,GC8v3zCpRBSuk9yB3,138,Aktien Landbier Dunkel (0.5l),3245,Ki (20 Fl),ki,Ki (20 Fl),,0.5l,0.5
Aktien Original (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220609-0643_LSPGyrFRPvJucAhBn-small.jpg,Sc6TTHNcCTf8qsdcG,Sc6TTHNcCTf8qsdcG,139,Aktien Original (0.5l),3246,Ki (20 Fl),ki,Ki (20 Fl),,0.5l,0.5
Aktien Original Pils (30l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231122-0852_PM2JRZNhnWKft3Lua-small.jpeg,WKGjq4fASX72bcNfH,WKGjq4fASX72bcNfH,140,Aktien Original Pils (30l),3252,Fass,fass,Fass,,30l,30
Aktien Zwick'l (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220608-1435_WGxdy7n7fqoZZ564A-small.jpg,3aK9Qg6hHcPZ9nq4c,3aK9Qg6hHcPZ9nq4c,141,Aktien Zwick'l (0.5l),3016,Ki (20 Fl),ki,Ki (20 Fl),,0.5l,0.5
Ammerndorfer Dunkel (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0813_aCiu5YsC6kyweae25-small.jpg,rF5GhzHurf9KhZwa2,rF5GhzHurf9KhZwa2,173,Ammerndorfer Dunkel (0.5l),3188,Ki (20 Fl),ki,Ki (20 Fl),,0.5l,0.5
Ammerndorfer Hell (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0813_xZeLK55NeArXefF4H-small.jpg,v8bo97ju2yhemzd8D,v8bo97ju2yhemzd8D,174,Ammerndorfer Hell (0.5l),3187,Ki (20 Fl),ki,Ki (20 Fl),,0.5l,0.5
"Ammerndorfer Hell (20x0,33l)",,mJkPEYc3KebWtrEMq,mJkPEYc3KebWtrEMq,175,"Ammerndorfer Hell (20x0,33l)",3448,Ki,ki,Ki,Vorbesteller | Vorbesteller,"0,33l",0.33
Ammerndorfer Hell (30l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250323-1004_wkidmnxKBEA6fmTfP-small.jpeg,mPQBgPQzophuMQ3JH,mPQBgPQzophuMQ3JH,176,Ammerndorfer Hell (30l),3610,Fass,fass,Fass,,30l,30
