Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
"""La Volpe"" Primitivo 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230129-1251_HSoHJbKdHHpms9mtT-small.jpg,TMdw57mwLMNS7Fbt9,TMdw57mwLMNS7Fbt9,0,"""La Volpe"" Primitivo 0,75l",46054,Flasche,flasche,Flasche,,"0,75l",0.75
"Adega Valdés - ""Gundian"" Albarino (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1529_3DiMNJ2fnkdvg8iZ7-small.jpg,gRWNTrCH6qkoQSars,gRWNTrCH6qkoQSars,74,"Adega Valdés - ""Gundian"" Albarino (0.75l)",78005,Fl,fl,Fl,,0.75l,0.75
"Adega Valdés - ""Pazo Viladomar"" (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1529_qvq7SipkJMTy8rG7D-small.png,iob5ioK7wzfgJBKLx,iob5ioK7wzfgJBKLx,75,"Adega Valdés - ""Pazo Viladomar"" (0.75l)",78004,Fl,fl,Fl,,0.75l,0.75
Alde Gott - Spätburgunder (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220824-0526_vz37r3kjoicSSLMXH-small.png,ggMxhevd8555FHZx3,ggMxhevd8555FHZx3,147,Alde Gott - Spätburgunder (1l),35018,Fl,fl,Fl,,1l,1
Allegrini - Amarone della (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220609-0659_NNkZsC6TbCzofvhS4-small.jpg,239iAWoFvhwDLpyDf,239iAWoFvhwDLpyDf,149,Allegrini - Amarone della (0.75l),64065,Fl,fl,Fl,,0.75l,0.75
"Alois Lageder - ""Al Passo del Leone"" Bianco 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220822-0513_2scsXMchg73SLgpNx-small.png,fvGBrLHjH9khfyqXv,fvGBrLHjH9khfyqXv,153,"Alois Lageder - ""Al Passo del Leone"" Bianco 0,75l",62060,Karton,karton,Karton,,"0,75l",0.75
"Alois Lageder - Chardonnay ""Löwengang"" Dolomiti IGT 0,75l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220822-0515_Qbg3pBXaa2oEdELyj-small.jpg,HYoqgP3ekyX9knWRy,HYoqgP3ekyX9knWRy,154,"Alois Lageder - Chardonnay ""Löwengang"" Dolomiti IGT 0,75l",62059,default,default,,,"0,75l",0.75
"Alois Lageder - Chardonnay (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230823-0845_siPvxuo3P52B28CDS-small.jpeg,pcnvw5bAiY9hHbyLs,pcnvw5bAiY9hHbyLs,155,"Alois Lageder - Chardonnay (0,75l)",62064,Flasche,flasche-,Flasche,,"0,75l",0.75
"Alois Lageder - Lindenburg Lagerein Mittenberg (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240402-1042_2rowBcmR5tBWjSvaZ-small.jpeg,i2MKHA8AJuPxzJwtT,i2MKHA8AJuPxzJwtT,156,"Alois Lageder - Lindenburg Lagerein Mittenberg    (0,75l)",62073,Fl,fl,Fl,,"0,75l",0.75
Alois Lageder - Weißburgunder-Pinot (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220609-0709_qLZW6GA745dNY3ksj-small.jpg,E6Wgy4xx7p2LxfFQ9,E6Wgy4xx7p2LxfFQ9,157,Alois Lageder - Weißburgunder-Pinot (0.75l),62058,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Guado al Tasso"" (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0816_FSdADyqQuj25TZH7T-small.png,7xyEaKkjcwtXQmBGR,7xyEaKkjcwtXQmBGR,194,"Antinori - ""Guado al Tasso"" (0.75l)",61094,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Il Bruciato"" Bolgheri (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0817_Giksc8BFwqR9QcqKF-small.png,HcC9gQLgZzJBhv5mh,HcC9gQLgZzJBhv5mh,195,"Antinori - ""Il Bruciato"" Bolgheri (0.75l)",61092,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Il Bruciato"" Bolgheri (1.5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230419-1220_94t4jju3Zd9Kxj2re-small.jpg,6dzydHyCL9JcoxwSq,6dzydHyCL9JcoxwSq,196,"Antinori - ""Il Bruciato"" Bolgheri (1.5l)",61093,Fl,fl,Fl,,1.5l,1.5
"Antinori - ""Marchese Antinori"" (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0818_GR9A8JuYdZfBMKjSt-small.png,B3HpwajeTezJh7ypQ,B3HpwajeTezJh7ypQ,197,"Antinori - ""Marchese Antinori"" (0.75l)",61089,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Marchese Antinori"" (1.5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230419-1220_yFpFXQGkXT77hj6aw-small.jpg,Q9vmqQYfLuXA2bDjW,Q9vmqQYfLuXA2bDjW,198,"Antinori - ""Marchese Antinori"" (1.5l)",61090,Fl,fl,Fl,,1.5l,1.5
"Antinori - ""Pian delle Vigne"" (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0820_2BmRWoJ66X6TgGeHY-small.png,orrZ5jMmriwLcwiaL,orrZ5jMmriwLcwiaL,200,"Antinori - ""Pian delle Vigne"" (0.75l)",61085,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Pian delle Vigne"" (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230419-1222_jGeakEM83Q67s2qis-small.jpg,CnmqQ6ek8iT4u7WJ5,CnmqQ6ek8iT4u7WJ5,199,"Antinori - ""Pian delle Vigne"" (0.75l)",61084,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Pian delle Vigne"" Rosso (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0820_zNAD89PP8A5HsNSKw-small.png,Jbk2X9ReK66ZChTF5,Jbk2X9ReK66ZChTF5,201,"Antinori - ""Pian delle Vigne"" Rosso (0.75l)",61083,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Pèppoli"" Chianti Class. (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0821_MiZztrzeM9WKKXBuB-small.png,Qb2bvowMjMS8r3rTz,Qb2bvowMjMS8r3rTz,202,"Antinori - ""Pèppoli"" Chianti Class. (0.75l)",61086,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Solaia"" Toscana (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0823_f8hQuuEKarWA7oyWo-small.png,zqeZXiGpvFNBYeaGM,zqeZXiGpvFNBYeaGM,203,"Antinori - ""Solaia"" Toscana (0.75l)",61087,Fl,fl,Fl,,0.75l,0.75
"Antinori - ""Tignanello"" Toscana (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0824_sH4R4hvi4GLFGETPT-small.png,yQibr5AYMrCfdJZdG,yQibr5AYMrCfdJZdG,204,"Antinori - ""Tignanello"" Toscana (0.75l)",61088,Fl,fl,Fl,,0.75l,0.75
Antinori - Chianti Classico Riserva (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0824_MyxLzKAdAgEvLMwiP-small.png,p7wXhJoTcmnQxPXae,p7wXhJoTcmnQxPXae,205,Antinori - Chianti Classico Riserva (0.75l),61145,Fl,fl,Fl,,0.75l,0.75
António Lopes - Brutalis (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0826_FDrhRrE2PELouQjDn-small.png,EMf65aLvsQpFERdDk,EMf65aLvsQpFERdDk,208,António Lopes - Brutalis (0.75l),85003,Fl,fl,Fl,,0.75l,0.75
António Lopes - Vinho Verde (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0827_9gEcPCsHkgLZ336ez-small.png,Qtzr6xvZgJt9CGJmR,Qtzr6xvZgJt9CGJmR,209,António Lopes - Vinho Verde (0.75l),85001,Fl,fl,Fl,,0.75l,0.75
António Lopes - Vinho Verde Rosé (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0828_sGqNLQBLQsDbmxo2n-small.png,kYSbCuyJTuqda6rxe,kYSbCuyJTuqda6rxe,210,António Lopes - Vinho Verde Rosé (0.75l),85002,Fl,fl,Fl,,0.75l,0.75
"Argiolas - Vermentino di Sardegna (0,75l)",,TvBZKNvND3sg2G6XX,TvBZKNvND3sg2G6XX,256,"Argiolas - Vermentino di Sardegna  (0,75l)",59012,Fl,fl,Fl,Vorbesteller | Vorbesteller,"0,75l",0.75
Arrogant Frog - Ribet Pink Rosé de (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220608-1329_83LJyqxEkgCBHQeCu-small.jpg,kr3swH9GuCYJhTbFm,kr3swH9GuCYJhTbFm,269,Arrogant Frog - Ribet Pink Rosé de (0.75l),41011,Fl,fl,Fl,,0.75l,0.75
Arrogant Frog - Ribet Red Cabernet (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0902_568wSw9AxsrW249Xc-small.jpg,gpWT39gewmf6fmwWz,gpWT39gewmf6fmwWz,270,Arrogant Frog - Ribet Red Cabernet (0.75l),41012,Fl,fl,Fl,,0.75l,0.75
Arrogant Frog - Ribet White (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220608-1326_DpzuL84XawZgy78e3-small.jpg,isFfLs3oeXA3TYzzG,isFfLs3oeXA3TYzzG,271,Arrogant Frog - Ribet White (0.75l),41010,Fl,fl,Fl,,0.75l,0.75
"Ascheri - ""Blue"" Barolo (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0906_e7g7LBae8dj76bxdm-small.png,Kg9QrYp3dXDqizfHa,Kg9QrYp3dXDqizfHa,279,"Ascheri - ""Blue"" Barolo (0.75l)",58013,Fl,fl,Fl,,0.75l,0.75
"Ascheri - ""Fontanelle"" Barbera (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221029-0907_ncBheYvD8jDNpRmQ7-small.png,hozszt5u7Sf4fSSKj,hozszt5u7Sf4fSSKj,280,"Ascheri - ""Fontanelle"" Barbera (0.75l)",58011,Fl,fl,Fl,,0.75l,0.75
