Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
Burkhardt Bag in Box Orangengetränk (5l),,zCirxXHamQvae2oT4,zCirxXHamQvae2oT4,692,Burkhardt Bag in Box Orangengetränk (5l),22255,Bag in Box (5 Liter),bag-in-box,Bag in Box (5 Liter),,5l,5
Burkhardt Banane (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1056_3g9nJLvkQGsitK6fL-small.jpg,ZJSfyp6iLm855DTZt,ZJSfyp6iLm855DTZt,693,Burkhardt Banane (1l),22164,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
"Burkhardt Cranberry (1,0l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230619-0747_E9q3aPrMwmkA86LR3-small.jpg,AJds6bmwy6vY5TbLk,AJds6bmwy6vY5TbLk,694,"Burkhardt Cranberry (1,0l)",22222,Kiste,kiste,Kiste,,"1,0l",1.0
Burkhardt Erdbeere (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221107-1010_NYpSTrfShNRuqZXZD-small.jpg,dt9SGddpQRrwrfk8G,dt9SGddpQRrwrfk8G,702,Burkhardt Erdbeere (1l),22188,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Burkhardt Himbeere (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230323-1110_jJ8GuX7fCKTsPnYW5-small.png,gWAsP6ZHuSWie63qc,gWAsP6ZHuSWie63qc,703,Burkhardt Himbeere (1l),22215,Kiste,kiste-,Kiste,,1l,1
Burkhardt Johannisbeere (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0948_uoSjtZHrYoruuQhQ3-small.jpg,Myt3Q7JwjgCb2Yd6a,Myt3Q7JwjgCb2Yd6a,704,Burkhardt Johannisbeere (0.2l),22169,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Burkhardt Mango (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1058_xuv7wdQvWMPFExRX9-small.png,EPdJJdzeeAJyEBper,EPdJJdzeeAJyEBper,705,Burkhardt Mango (0.2l),22170,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Burkhardt Mango (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0916_GrSd8JuPRxMJDub6C-small.jpg,8c3uz9qM95THRMsb4,8c3uz9qM95THRMsb4,706,Burkhardt Mango (1l),22167,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Burkhardt Maracuja (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0916_hy6nFsKJhBuLakZye-small.jpg,yurJe2XDdAaFNNRH8,yurJe2XDdAaFNNRH8,707,Burkhardt Maracuja (1l),22165,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Burkhardt Maracuja BiB (10l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0953_FZHRuSvicadPfW9PJ-small.png,6p7fcEhQcHjRjjZS9,6p7fcEhQcHjRjjZS9,708,Burkhardt Maracuja BiB (10l),22172,Krt,krt,Krt,,10l,10
