"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Wagaya";"Di., 02.12.25 20:38";"Di., 02.12.25";"20:38";"13916-250039042";"Do., 04.12.25";"22";""
"Gasthof Weißes Lamm";"Di., 02.12.25 20:34";"Di., 02.12.25";"20:34";"12992-250039041";"Mi., 03.12.25";"11";""
"Boom Lounge";"Di., 02.12.25 20:24";"Di., 02.12.25";"20:24";"11562-250039040";"Mi., 03.12.25";"2";""
"Boom Lounge";"Di., 02.12.25 20:23";"Di., 02.12.25";"20:23";"11562-250039039";"Mi., 03.12.25";"3";""
"New Force";"Di., 02.12.25 20:08";"Di., 02.12.25";"20:08";"13384-250039038";"Mi., 03.12.25";"13";""
"Barcode Trend GmbH, dieroteBar";"Di., 02.12.25 19:50";"Di., 02.12.25";"19:50";"13180-250039037";"Mi., 03.12.25";"65";""
"Haltestelle Hering";"Di., 02.12.25 19:39";"Di., 02.12.25";"19:39";"10341-250039036";"Mi., 03.12.25";"12";""
"Kinder -& Jugendhaus WIESE 69";"Di., 02.12.25 18:39";"Di., 02.12.25";"18:39";"13553-250039035";"Mi., 03.12.25";"5";""
"Riedhammer GmbH";"Di., 02.12.25 18:32";"Di., 02.12.25";"18:32";"12442-250039034";"Mi., 03.12.25";"5";""
"Puglia Mia  - Mühlhausen";"Di., 02.12.25 18:16";"Di., 02.12.25";"18:16";"13813-250039033";"Do., 04.12.25";"13";""
"Hotel Drei Raben Garni GmbH";"Di., 02.12.25 18:12";"Di., 02.12.25";"18:12";"10513-250039032";"Mi., 03.12.25";"1";""
"Mono Bar";"Di., 02.12.25 18:06";"Di., 02.12.25";"18:06";"10189-250039031";"Mi., 03.12.25";"13";""
"Thomas Wolkersdorfer";"Di., 02.12.25 18:03";"Di., 02.12.25";"18:03";"13065-250039030";"Mi., 03.12.25";"1";""
"Clubhouse Nürnberg";"Di., 02.12.25 18:02";"Di., 02.12.25";"18:02";"10115-250039029";"Mi., 03.12.25";"4";""
"Günther Barthels";"Di., 02.12.25 18:02";"Di., 02.12.25";"18:02";"12055-250039028";"Mi., 03.12.25";"3";""
"Lighthouse GmbH";"Di., 02.12.25 17:53";"Di., 02.12.25";"17:53";"13206-250039027";"Mi., 03.12.25";"20";""
"Haus am See GbR";"Di., 02.12.25 17:41";"Di., 02.12.25";"17:41";"12533-250039026";"Mi., 03.12.25";"19";""
"Le Kazoku";"Di., 02.12.25 17:34";"Di., 02.12.25";"17:34";"11660-250039025";"Mi., 03.12.25";"13";""
"Tapasitos Nürnberg GmbH";"Di., 02.12.25 17:16";"Di., 02.12.25";"17:16";"11059-250039024";"Mi., 03.12.25";"1";""
"Cucina Italiana";"Di., 02.12.25 17:16";"Di., 02.12.25";"17:16";"12306-250039023";"Mi., 03.12.25";"2";""
"Desi Kneipe GbR";"Di., 02.12.25 17:12";"Di., 02.12.25";"17:12";"13372-250039022";"Mi., 03.12.25";"9";""
"Lascala Restaurant";"Di., 02.12.25 17:09";"Di., 02.12.25";"17:09";"12507-250039021";"Mi., 03.12.25";"11";""
"Murata Electronics Europe B.V. Germany";"Di., 02.12.25 16:42";"Di., 02.12.25";"16:42";"12381-250039020";"Do., 04.12.25";"7";""
"Donautherme Ingolstadt";"Di., 02.12.25 16:24";"Di., 02.12.25";"16:24";"12364-250039019";"Do., 04.12.25";"11";""
"edel & weiss Zahnaertze";"Di., 02.12.25 16:24";"Di., 02.12.25";"16:24";"13656-250039018";"Mi., 03.12.25";"1";""
"orca brau GmbH";"Di., 02.12.25 16:22";"Di., 02.12.25";"16:22";"14073-250039017";"Mi., 03.12.25";"8";""
"Die Box Club GmbH";"Di., 02.12.25 15:53";"Di., 02.12.25";"15:53";"12722-250039016";"Mi., 03.12.25";"26";""
"Caffé Fatal";"Di., 02.12.25 15:47";"Di., 02.12.25";"15:47";"13254-250039015";"Mi., 03.12.25";"4";""
"Männer am Herd UG (haftungsbes";"Di., 02.12.25 15:30";"Di., 02.12.25";"15:30";"10487-250039014";"Do., 04.12.25";"9";""
"Huff";"Di., 02.12.25 15:24";"Di., 02.12.25";"15:24";"11525-250039013";"Mo., 08.12.25";"4";""
"Sam ohne Katzen";"Di., 02.12.25 15:03";"Di., 02.12.25";"15:03";"10710-250039012";"Mi., 03.12.25";"9";""
"Praxis Dr. Dornauer";"Di., 02.12.25 14:57";"Di., 02.12.25";"14:57";"13276-250039011";"Mi., 03.12.25";"3";""
"Kulinarium";"Di., 02.12.25 14:55";"Di., 02.12.25";"14:55";"12585-250039010";"Mi., 03.12.25";"3";""
"Boom Lounge";"Di., 02.12.25 14:50";"Di., 02.12.25";"14:50";"11562-250039009";"Mi., 03.12.25";"13";""
"ActionPark Nürnberg";"Di., 02.12.25 14:41";"Di., 02.12.25";"14:41";"13154-250039008";"Mi., 03.12.25";"4";""
"Schreinerei Zachhuber";"Di., 02.12.25 14:28";"Di., 02.12.25";"14:28";"12512-250039007";"Mi., 03.12.25";"6";""
"Katz GmbHCo. KG";"Di., 02.12.25 13:52";"Di., 02.12.25";"13:52";"13294-250039006";"Mi., 03.12.25";"21";""
"Autohaus Fröhlich GmbH";"Di., 02.12.25 13:49";"Di., 02.12.25";"13:49";"11917-250039005";"Mi., 03.12.25";"3";""
"Dr. Kreuzer Rechtsanwälte";"Di., 02.12.25 13:09";"Di., 02.12.25";"13:09";"10908-250039004";"Mi., 03.12.25";"5";""
"Adina";"Di., 02.12.25 13:02";"Di., 02.12.25";"13:02";"10339-250039003";"Do., 04.12.25";"25";""
"Hot Tacos";"Di., 02.12.25 13:02";"Di., 02.12.25";"13:02";"12167-250039002";"Mi., 03.12.25";"16";""
"Adina";"Di., 02.12.25 12:57";"Di., 02.12.25";"12:57";"10339-250039001";"Do., 04.12.25";"7";""
"Frankenfarm Direktvermarktungs GmbH";"Di., 02.12.25 12:36";"Di., 02.12.25";"12:36";"13168-250039000";"Do., 11.12.25";"14";""
"MVZ Labor Limbach Nürnberg";"Di., 02.12.25 12:27";"Di., 02.12.25";"12:27";"10914-250038999";"Mi., 03.12.25";"3";""
"Studio Diskothekenbetriebs GmbH - Bad Habit Club";"Di., 02.12.25 12:25";"Di., 02.12.25";"12:25";"13986-250038998";"Do., 04.12.25";"4";""
"LP Konzept GmbH (Bliss)";"Di., 02.12.25 12:16";"Di., 02.12.25";"12:16";"14010-250038997";"Mi., 03.12.25";"14";""
"BASECOFFEE Würzburg GmbH";"Di., 02.12.25 11:48";"Di., 02.12.25";"11:48";"12967-250038996";"Do., 04.12.25";"9";""
"DIE schwestern - Huth GbR";"Di., 02.12.25 11:29";"Di., 02.12.25";"11:29";"13535-250038995";"Mi., 03.12.25";"5";""
"Gaststätte Park Central";"Di., 02.12.25 11:27";"Di., 02.12.25";"11:27";"10387-250038994";"Mi., 03.12.25";"12";""
"Frankenalb Therme Hersbruck Personal";"Di., 02.12.25 11:21";"Di., 02.12.25";"11:21";"12945-250038993";"Mi., 03.12.25";"4";""
"Frankenalb Therme Hersbruck Therme";"Di., 02.12.25 11:18";"Di., 02.12.25";"11:18";"12947-250038992";"Mi., 03.12.25";"15";""
"Food and Work GmbH  (Season Cafe)";"Di., 02.12.25 11:18";"Di., 02.12.25";"11:18";"12977-250038991";"Mi., 03.12.25";"8";""
"Cenkinz";"Di., 02.12.25 11:13";"Di., 02.12.25";"11:13";"12408-250038990";"Do., 04.12.25";"7";""
"Coworking Nürnberg GmbH";"Di., 02.12.25 11:08";"Di., 02.12.25";"11:08";"13686-250038989";"Mi., 03.12.25";"8";""
"PPN GmbH / Restaurant NIKU";"Di., 02.12.25 11:05";"Di., 02.12.25";"11:05";"13171-250038988";"Mi., 10.12.25";"23";""
"Hugo Gastronomie - Café & Bar";"Di., 02.12.25 11:01";"Di., 02.12.25";"11:01";"10005-250038987";"Mi., 03.12.25";"10";""
"Crämer & Co. GmbH";"Di., 02.12.25 10:59";"Di., 02.12.25";"10:59";"11744-250038986";"Mi., 03.12.25";"5";""
"Tragraum Ingenieure PartmbB";"Di., 02.12.25 10:58";"Di., 02.12.25";"10:58";"13578-250038985";"Mi., 03.12.25";"6";""
"Holy Greek GmbH";"Di., 02.12.25 10:57";"Di., 02.12.25";"10:57";"13660-250038984";"Mi., 03.12.25";"3";""
"Café Prinz";"Di., 02.12.25 10:56";"Di., 02.12.25";"10:56";"10315-250038983";"Mi., 03.12.25";"39";""
"Tragraum Ingenieure PartmbB";"Di., 02.12.25 10:55";"Di., 02.12.25";"10:55";"13578-250038982";"Mi., 03.12.25";"1";""
"Holy Monk";"Di., 02.12.25 10:49";"Di., 02.12.25";"10:49";"10340-250038981";"Mi., 03.12.25";"21";""
"Kumo-Cafe";"Di., 02.12.25 10:44";"Di., 02.12.25";"10:44";"13036-250038980";"Mi., 03.12.25";"1";""
"BASECOFFEE Erlangen GmbH";"Di., 02.12.25 10:44";"Di., 02.12.25";"10:44";"12965-250038979";"Mi., 03.12.25";"17";""
"Premier Inn Nordost";"Di., 02.12.25 10:12";"Di., 02.12.25";"10:12";"11320-250038978";"Mi., 03.12.25";"20";""
"Enchilada Nürnberg GmbH";"Di., 02.12.25 10:05";"Di., 02.12.25";"10:05";"12402-250038977";"Do., 04.12.25";"15";""
"ISCUE GmbH & Co. KG";"Di., 02.12.25 09:58";"Di., 02.12.25";"09:58";"13268-250038976";"Mi., 03.12.25";"2";""
"Deutsches Museum Shop GmbH";"Di., 02.12.25 09:21";"Di., 02.12.25";"09:21";"13277-250038975";"Mi., 03.12.25";"15";""
"Norman Wetter / Jazzstudio Nürnberg";"Di., 02.12.25 08:48";"Di., 02.12.25";"08:48";"10595-250038974";"Fr., 05.12.25";"7";""
"Bäckerei Feihl - Filiale Pölling";"Di., 02.12.25 07:58";"Di., 02.12.25";"07:58";"13758-250038973";"Do., 04.12.25";"8";""
"Stefan Sperber GmbH";"Di., 02.12.25 07:55";"Di., 02.12.25";"07:55";"10889-250038972";"Mi., 03.12.25";"3";""
"SOHO Nightlife GmbH";"Di., 02.12.25 07:30";"Di., 02.12.25";"07:30";"13131-250038971";"Mi., 03.12.25";"34";""
"MaskTech GmbH";"Di., 02.12.25 07:29";"Di., 02.12.25";"07:29";"10924-250038970";"Do., 04.12.25";"4";""
"Bäcker Feihl -  Dammstraße 1";"Di., 02.12.25 07:07";"Di., 02.12.25";"07:07";"13777-250038969";"Do., 04.12.25";"4";""
"Bäcker Feihl - Oppelner Straße";"Di., 02.12.25 06:58";"Di., 02.12.25";"06:58";"13771-250038968";"Di., 09.12.25";"4";""
"Bäcker Feihl - Neumarkter Straße";"Di., 02.12.25 06:18";"Di., 02.12.25";"06:18";"13793-250038967";"Do., 04.12.25";"11";""
"Bäcker Feihl - Hans-Vogel-Straße";"Di., 02.12.25 05:16";"Di., 02.12.25";"05:16";"13801-250038966";"Mi., 03.12.25";"1";""
"Bäcker Feihl - Hans-Vogel-Straße";"Di., 02.12.25 05:11";"Di., 02.12.25";"05:11";"13801-250038965";"Mi., 03.12.25";"7";""
"Premier Inn Hauptbahnhof  City Centre";"Di., 02.12.25 04:03";"Di., 02.12.25";"04:03";"10792-250038964";"Di., 02.12.25";"24";""
"Premier Inn Opernhaus";"Di., 02.12.25 04:00";"Di., 02.12.25";"04:00";"11680-250038963";"Di., 02.12.25";"15";""
"Ristorante L‘Amore da Massimo";"Di., 02.12.25 03:05";"Di., 02.12.25";"03:05";"12384-250038962";"Di., 02.12.25";"4";""
"Presente";"Di., 02.12.25 01:48";"Di., 02.12.25";"01:48";"12128-250038961";"Di., 02.12.25";"22";""
"Bit Stop Burger";"Di., 02.12.25 01:33";"Di., 02.12.25";"01:33";"12754-250038960";"Di., 02.12.25";"12";""
"Bei Peppino";"Di., 02.12.25 00:20";"Di., 02.12.25";"00:20";"12943-250038959";"Do., 04.12.25";"3";""
"Boteco";"Di., 02.12.25 00:09";"Di., 02.12.25";"00:09";"13025-250038958";"Di., 02.12.25";"9";""
"Il Giardino";"Mo., 01.12.25 23:57";"Mo., 01.12.25";"23:57";"13527-250038957";"Mi., 03.12.25";"6";""
"Il Giardino Kulmbacher DEPOT 2076822";"Mo., 01.12.25 23:53";"Mo., 01.12.25";"23:53";"13571-250038956";"Mi., 03.12.25";"9";""
"El Paso";"Mo., 01.12.25 23:50";"Mo., 01.12.25";"23:50";"10311-250038955";"Mi., 03.12.25";"7";""
"Aroma Lounge Erlangen";"Mo., 01.12.25 23:48";"Mo., 01.12.25";"23:48";"10390-250038954";"Di., 02.12.25";"12";""
"Pizz & Via";"Mo., 01.12.25 23:29";"Mo., 01.12.25";"23:29";"12604-250038953";"Di., 02.12.25";"8";""
"Herzstück Erlangen";"Mo., 01.12.25 23:10";"Mo., 01.12.25";"23:10";"10345-250038952";"Di., 02.12.25";"8";""
"CoDung Restaurant";"Mo., 01.12.25 22:38";"Mo., 01.12.25";"22:38";"11895-250038951";"Di., 02.12.25";"12";""
"La Empanaderia";"Mo., 01.12.25 22:20";"Mo., 01.12.25";"22:20";"12804-250038950";"Di., 02.12.25";"10";""
"Essentials Café";"Mo., 01.12.25 22:12";"Mo., 01.12.25";"22:12";"13895-250038949";"Di., 02.12.25";"3";""
"Galaxy Bar Lounge/Stadler Event";"Mo., 01.12.25 21:46";"Mo., 01.12.25";"21:46";"14034-250038948";"Mi., 03.12.25";"3";""
"Lübbis Essen & Trinken";"Mo., 01.12.25 21:33";"Mo., 01.12.25";"21:33";"11569-250038947";"Di., 02.12.25";"7";""
"Itaefong Food Bar";"Mo., 01.12.25 21:00";"Mo., 01.12.25";"21:00";"11897-250038946";"Di., 02.12.25";"2";""
"dasPaul Restaurant & Hotel";"Mo., 01.12.25 20:55";"Mo., 01.12.25";"20:55";"10134-250038945";"Di., 02.12.25";"56";""
"Einzimmer GmbH";"Mo., 01.12.25 20:49";"Mo., 01.12.25";"20:49";"14076-250038944";"Di., 02.12.25";"8";""
"Café Bleiweiß";"Mo., 01.12.25 20:32";"Mo., 01.12.25";"20:32";"12848-250038943";"Di., 02.12.25";"4";""
"Lübbis Essen & Trinken c/o Gutlands";"Mo., 01.12.25 20:31";"Mo., 01.12.25";"20:31";"14040-250038942";"Di., 02.12.25";"15";""
"Cocoon Restaurant Ingolstadt";"Mo., 01.12.25 20:28";"Mo., 01.12.25";"20:28";"10623-250038941";"Di., 02.12.25";"7";""
"Spacepub e. V. St. Peter Studentenwohnheim";"Mo., 01.12.25 18:51";"Mo., 01.12.25";"18:51";"12270-250038940";"Di., 02.12.25";"9";""
"Aura Schwabach";"Mo., 01.12.25 18:39";"Mo., 01.12.25";"18:39";"13197-250038939";"Mi., 03.12.25";"6";""
"Flair Ingolstadt";"Mo., 01.12.25 18:38";"Mo., 01.12.25";"18:38";"12725-250038938";"Di., 02.12.25";"19";""
"La Delizia";"Mo., 01.12.25 18:32";"Mo., 01.12.25";"18:32";"13074-250038937";"Di., 02.12.25";"10";""
"Diskothek Resi";"Mo., 01.12.25 18:17";"Mo., 01.12.25";"18:17";"11592-250038936";"Mi., 03.12.25";"17";""
"Nguyen & Pham GbR";"Mo., 01.12.25 17:41";"Mo., 01.12.25";"17:41";"10033-250038935";"Di., 02.12.25";"12";""
"Hotel Drei Raben Garni GmbH";"Mo., 01.12.25 17:39";"Mo., 01.12.25";"17:39";"10513-250038934";"Di., 02.12.25";"22";""
"Papa Joe's GmbH";"Mo., 01.12.25 17:32";"Mo., 01.12.25";"17:32";"13024-250038933";"Di., 02.12.25";"2";""
"Dominic Glauber";"Mo., 01.12.25 17:31";"Mo., 01.12.25";"17:31";"13680-250038932";"Fr., 05.12.25";"1";""
"Schuler GmbH";"Mo., 01.12.25 17:16";"Mo., 01.12.25";"17:16";"11500-250038931";"Mi., 03.12.25";"26";""
"Galileo GmbH & Co. KG";"Mo., 01.12.25 17:05";"Mo., 01.12.25";"17:05";"10022-250038930";"Di., 02.12.25";"28";""
"Bäcker Feihl -  Nürnberger Straße";"Mo., 01.12.25 17:04";"Mo., 01.12.25";"17:04";"13783-250038929";"Do., 04.12.25";"1";""
"Galileo GmbH & Co. KG - KU-Kd.-Nr. 2042311";"Mo., 01.12.25 16:48";"Mo., 01.12.25";"16:48";"12530-250038928";"Di., 02.12.25";"7";""
"Restaurant ComPho 1966";"Mo., 01.12.25 16:46";"Mo., 01.12.25";"16:46";"11896-250038927";"Di., 02.12.25";"14";""
"InterFace AG";"Mo., 01.12.25 16:07";"Mo., 01.12.25";"16:07";"13388-250038926";"Do., 04.12.25";"16";""
"Sportscafe Steki";"Mo., 01.12.25 16:04";"Mo., 01.12.25";"16:04";"10577-250038925";"Mi., 03.12.25";"20";""
"Gregrory's Nürnberg  Josephsplatz 13";"Mo., 01.12.25 16:03";"Mo., 01.12.25";"16:03";"14038-250038924";"Di., 02.12.25";"1";""
"Vice City";"Mo., 01.12.25 15:51";"Mo., 01.12.25";"15:51";"13962-250038923";"Di., 02.12.25";"12";""
"Matthias Puschner Steuerberater";"Mo., 01.12.25 15:48";"Mo., 01.12.25";"15:48";"11626-250038922";"Di., 02.12.25";"4";""
"Premier Inn Opernhaus";"Mo., 01.12.25 15:47";"Mo., 01.12.25";"15:47";"11680-250038921";"Di., 02.12.25";"2";""
"La Fiesta";"Mo., 01.12.25 15:20";"Mo., 01.12.25";"15:20";"12468-250038920";"Di., 02.12.25";"19";""
"Mennig, Wisniewski & Konrad 970 GbR";"Mo., 01.12.25 15:19";"Mo., 01.12.25";"15:19";"12677-250038919";"Do., 04.12.25";"21";""
"Viertel";"Mo., 01.12.25 15:15";"Mo., 01.12.25";"15:15";"13103-250038918";"Di., 02.12.25";"8";""
"Jinh Baiersdorf GmbH";"Mo., 01.12.25 15:14";"Mo., 01.12.25";"15:14";"13980-250038917";"Mi., 03.12.25";"16";""
"Balazzo Brozzi";"Mo., 01.12.25 15:11";"Mo., 01.12.25";"15:11";"13648-250038916";"Di., 02.12.25";"11";""
"Schuler GmbH";"Mo., 01.12.25 15:07";"Mo., 01.12.25";"15:07";"11500-250038915";"Do., 04.12.25";"20";""
"Only";"Mo., 01.12.25 15:05";"Mo., 01.12.25";"15:05";"10642-250038914";"Di., 02.12.25";"12";""
"Keepers and Cooks GmbH Event in Haus";"Mo., 01.12.25 14:58";"Mo., 01.12.25";"14:58";"12122-250038913";"Di., 02.12.25";"3";""
"Original Berliner Döner Fürth";"Mo., 01.12.25 14:41";"Mo., 01.12.25";"14:41";"14030-250038912";"Mi., 03.12.25";"6";""
"Frauenarztpraxis Dr.Kreutzer";"Mo., 01.12.25 14:41";"Mo., 01.12.25";"14:41";"14072-250038911";"Di., 02.12.25";"2";""
"Brunel GmbH";"Mo., 01.12.25 14:40";"Mo., 01.12.25";"14:40";"13575-250038910";"Di., 02.12.25";"4";""
"Regina Keerl";"Mo., 01.12.25 14:37";"Mo., 01.12.25";"14:37";"13617-250038909";"Do., 04.12.25";"1";""
"Elyar's Döner";"Mo., 01.12.25 14:36";"Mo., 01.12.25";"14:36";"12895-250038908";"Di., 02.12.25";"11";""
"Regina Keerl";"Mo., 01.12.25 14:33";"Mo., 01.12.25";"14:33";"13617-250038907";"Do., 04.12.25";"3";""
"Burgerheart Nürnberg GmbH";"Mo., 01.12.25 14:28";"Mo., 01.12.25";"14:28";"11177-250038906";"Di., 02.12.25";"34";""
"Kulturverein rote Bühne e. V.";"Mo., 01.12.25 14:23";"Mo., 01.12.25";"14:23";"10599-250038905";"Mi., 03.12.25";"11";""
"Exasol AG";"Mo., 01.12.25 14:22";"Mo., 01.12.25";"14:22";"13265-250038904";"Di., 02.12.25";"6";""
"Gasthaus Albrecht";"Mo., 01.12.25 14:13";"Mo., 01.12.25";"14:13";"13101-250038903";"Mi., 03.12.25";"2";""
"ZanziBar";"Mo., 01.12.25 14:10";"Mo., 01.12.25";"14:10";"12323-250038902";"Mi., 03.12.25";"2";""
"China Restaurant ASIA HOUSE";"Mo., 01.12.25 13:55";"Mo., 01.12.25";"13:55";"10884-250038901";"Mi., 03.12.25";"14";""
"Apero GmbH";"Mo., 01.12.25 13:54";"Mo., 01.12.25";"13:54";"13255-250038900";"Di., 02.12.25";"1";""
"Hitachi Solutions Germany GmbH";"Mo., 01.12.25 13:52";"Mo., 01.12.25";"13:52";"13331-250038899";"Di., 02.12.25";"8";""
"Studierendencafe Trichter";"Mo., 01.12.25 13:49";"Mo., 01.12.25";"13:49";"13522-250038898";"Di., 09.12.25";"6";""
"Bergbrand GmbH";"Mo., 01.12.25 13:45";"Mo., 01.12.25";"13:45";"11065-250038897";"Di., 02.12.25";"3";""
"Bäcker Feihl -  Berchinger Straße 30";"Mo., 01.12.25 13:40";"Mo., 01.12.25";"13:40";"13776-250038896";"Do., 04.12.25";"8";""
"Altstädter Schießhaus GmbH";"Mo., 01.12.25 13:35";"Mo., 01.12.25";"13:35";"12427-250038895";"Di., 02.12.25";"2";""
"Optik Schlemmer GmbH & Co. KG";"Mo., 01.12.25 13:32";"Mo., 01.12.25";"13:32";"10116-250038894";"Mi., 03.12.25";"5";""
"Sundays";"Mo., 01.12.25 13:26";"Mo., 01.12.25";"13:26";"11716-250038893";"Di., 02.12.25";"5";""
"Tastillery Online GmbH";"Mo., 01.12.25 13:07";"Mo., 01.12.25";"13:07";"12736-250038892";"Do., 04.12.25";"7";""
"Kai Sushi & Bar Röttenbach";"Mo., 01.12.25 13:02";"Mo., 01.12.25";"13:02";"13567-250038891";"Mi., 03.12.25";"21";""
"Ringhotel Loew's Merkur";"Mo., 01.12.25 12:51";"Mo., 01.12.25";"12:51";"10901-250038890";"Di., 02.12.25";"8";""
"Pfeuffer Immobilien Verwaltung & Management GmbH";"Mo., 01.12.25 12:45";"Mo., 01.12.25";"12:45";"13859-250038889";"Di., 02.12.25";"3";""
"Restaurant San Remo";"Mo., 01.12.25 12:28";"Mo., 01.12.25";"12:28";"12134-250038888";"Di., 02.12.25";"8";""
"Bäcker Feihl - Regensburger Straße";"Mo., 01.12.25 12:16";"Mo., 01.12.25";"12:16";"13795-250038887";"Do., 04.12.25";"11";""
"WON";"Mo., 01.12.25 12:11";"Mo., 01.12.25";"12:11";"10554-250038886";"Mi., 03.12.25";"32";""
"Arsch & Friedrich - Nill & Rachele GbR";"Mo., 01.12.25 12:10";"Mo., 01.12.25";"12:10";"13374-250038885";"Di., 02.12.25";"11";""
"Thomas Filmtheater GmbH";"Mo., 01.12.25 12:10";"Mo., 01.12.25";"12:10";"12969-250038884";"Do., 04.12.25";"35";""
"Kloster";"Mo., 01.12.25 12:02";"Mo., 01.12.25";"12:02";"10074-250038883";"Di., 02.12.25";"20";""
"Goldener Pudel";"Mo., 01.12.25 11:54";"Mo., 01.12.25";"11:54";"10003-250038882";"Di., 02.12.25";"10";""
"Bäckerei Feihl - Filiale Ob. Markt";"Mo., 01.12.25 11:54";"Mo., 01.12.25";"11:54";"13760-250038881";"Do., 04.12.25";"12";""
"Locanda Erlangen GmbH";"Mo., 01.12.25 11:48";"Mo., 01.12.25";"11:48";"11517-250038880";"Di., 02.12.25";"18";""
"Kammama GmbH Afterwork";"Mo., 01.12.25 11:47";"Mo., 01.12.25";"11:47";"13537-250038879";"Di., 02.12.25";"7";""
"Kumo-Cafe";"Mo., 01.12.25 11:40";"Mo., 01.12.25";"11:40";"13036-250038878";"Di., 02.12.25";"4";""
"Bruderherz GmbH";"Mo., 01.12.25 11:38";"Mo., 01.12.25";"11:38";"10767-250038877";"Di., 02.12.25";"33";""
"Girmscheid Steuerberatungsge-";"Mo., 01.12.25 11:38";"Mo., 01.12.25";"11:38";"10546-250038877";"Di., 02.12.25";"7";""
"Cocoon Amberg Fine Asian";"Mo., 01.12.25 11:06";"Mo., 01.12.25";"11:06";"10501-250038876";"Di., 02.12.25";"2";""
"KoKoNo GmbH";"Mo., 01.12.25 11:04";"Mo., 01.12.25";"11:04";"10689-250038875";"Di., 02.12.25";"6";""
"Cocoon Amberg Fine Asian";"Mo., 01.12.25 10:59";"Mo., 01.12.25";"10:59";"10501-250038874";"Di., 02.12.25";"24";""
"ABF-Apotheke";"Mo., 01.12.25 10:51";"Mo., 01.12.25";"10:51";"12582-250038873";"Mi., 03.12.25";"2";""
"Auto-Scholz GmbH & Co. KG";"Mo., 01.12.25 10:49";"Mo., 01.12.25";"10:49";"13694-250038872";"Di., 02.12.25";"3";""
"N-ERGIE Uhrenhaus";"Mo., 01.12.25 10:49";"Mo., 01.12.25";"10:49";"11575-250038871";"Di., 02.12.25";"9";""
"dasPaul Restaurant & Hotel";"Mo., 01.12.25 10:39";"Mo., 01.12.25";"10:39";"10134-250038870";"Di., 02.12.25";"1";""
"Bäcker Feihl -  Maria-Hilf-Straße";"Mo., 01.12.25 10:30";"Mo., 01.12.25";"10:30";"13778-250038869";"Do., 04.12.25";"9";""
"A.K.N. e.V.";"Mo., 01.12.25 10:29";"Mo., 01.12.25";"10:29";"13378-250038868";"Di., 02.12.25";"14";""
"Sumitomo (SHI) Demag Plastics Machinery GmbH / Vertriebsgebäude";"Mo., 01.12.25 10:20";"Mo., 01.12.25";"10:20";"13034-250038867";"Di., 09.12.25";"4";""
"Bäckerei Feihl - Filiale Nbg HBF";"Mo., 01.12.25 10:17";"Mo., 01.12.25";"10:17";"13759-250038866";"Di., 02.12.25";"6";""
"Gemein und Gefährlich eGbR";"Mo., 01.12.25 10:15";"Mo., 01.12.25";"10:15";"13164-250038865";"Di., 02.12.25";"15";""
"Gasthaus Hempels Erlangen";"Mo., 01.12.25 10:02";"Mo., 01.12.25";"10:02";"13257-250038864";"Di., 02.12.25";"12";""
"Soccer Halle Nürnberg GmbH ( KICKFABRIK )";"Mo., 01.12.25 09:37";"Mo., 01.12.25";"09:37";"12733-250038863";"Di., 02.12.25";"19";""
"Bäcker Feihl -  Schwabacher Straße 5";"Mo., 01.12.25 09:04";"Mo., 01.12.25";"09:04";"13781-250038862";"Mi., 03.12.25";"5";""
"Bäcker Feihl - Matthäus-Hermann-Platz";"Mo., 01.12.25 08:57";"Mo., 01.12.25";"08:57";"13792-250038861";"Di., 02.12.25";"1";""
"Bäcker Feihl - Dr.-Gustav-Heinemann-Straße";"Mo., 01.12.25 08:55";"Mo., 01.12.25";"08:55";"13794-250038860";"Di., 02.12.25";"5";""
"Bäcker Feihl -  Mimberger Straße 43";"Mo., 01.12.25 08:48";"Mo., 01.12.25";"08:48";"13773-250038859";"Do., 04.12.25";"2";""
"Der Bäcker Feihl GmbH";"Mo., 01.12.25 08:45";"Mo., 01.12.25";"08:45";"13185-250038858";"Di., 02.12.25";"3";""
"Bäcker Feihl - Adamstraße";"Mo., 01.12.25 08:35";"Mo., 01.12.25";"08:35";"13796-250038857";"Di., 02.12.25";"6";""
"24 sieben Shop Josephplatz 24";"Mo., 01.12.25 08:30";"Mo., 01.12.25";"08:30";"12633-250038856";"Di., 02.12.25";"3";""
"CDC Gastro GmbH";"Mo., 01.12.25 08:08";"Mo., 01.12.25";"08:08";"12092-250038855";"Di., 02.12.25";"13";""
"Der Eisdealer";"Mo., 01.12.25 07:37";"Mo., 01.12.25";"07:37";"12998-250038854";"Fr., 05.12.25";"4";""
"Bäcker Feihl - Dombühler Straße";"Mo., 01.12.25 07:25";"Mo., 01.12.25";"07:25";"13766-250038853";"Di., 02.12.25";"10";""
"Der Bäcker Feihl GmbH";"Mo., 01.12.25 07:24";"Mo., 01.12.25";"07:24";"13886-250038852";"Di., 02.12.25";"6";""
"Schimanski Event GmbH";"Mo., 01.12.25 07:22";"Mo., 01.12.25";"07:22";"13925-250038851";"Mi., 03.12.25";"26";""
"Bäcker Feihl - Holzgartenstraße";"Mo., 01.12.25 07:00";"Mo., 01.12.25";"07:00";"13765-250038850";"Di., 02.12.25";"2";""
